Date,State,Confirmed,Recovered,Deceased,Other
30-01-2020,Kerala,1,0,0,0
30-01-2020,India,1,0,0,0
02-02-2020,Kerala,2,0,0,0
02-02-2020,India,2,0,0,0
03-02-2020,Kerala,3,0,0,0
03-02-2020,India,3,0,0,0
14-02-2020,Kerala,3,3,0,0
14-02-2020,India,3,3,0,0
02-03-2020,Delhi,1,0,0,0
02-03-2020,Kerala,3,3,0,0
02-03-2020,Telangana,1,0,0,0
02-03-2020,India,5,3,0,0
03-03-2020,Delhi,1,0,0,0
03-03-2020,Kerala,3,3,0,0
03-03-2020,Rajasthan,1,0,0,0
03-03-2020,Telangana,1,0,0,0
03-03-2020,India,6,3,0,0
04-03-2020,Delhi,1,0,0,0
04-03-2020,Haryana,14,0,0,0
04-03-2020,Kerala,3,3,0,0
04-03-2020,Rajasthan,2,0,0,0
04-03-2020,Telangana,1,0,0,0
04-03-2020,India,28,3,0,0
04-03-2020,Uttar Pradesh,7,0,0,0
05-03-2020,Delhi,2,0,0,0
05-03-2020,Haryana,14,0,0,0
05-03-2020,Kerala,3,3,0,0
05-03-2020,Rajasthan,2,0,0,0
05-03-2020,Telangana,1,0,0,0
05-03-2020,India,30,3,0,0
05-03-2020,Uttar Pradesh,8,0,0,0
06-03-2020,Delhi,3,0,0,0
06-03-2020,Haryana,14,0,0,0
06-03-2020,Kerala,3,3,0,0
06-03-2020,Rajasthan,2,0,0,0
06-03-2020,Telangana,1,0,0,0
06-03-2020,India,31,3,0,0
06-03-2020,Uttar Pradesh,8,0,0,0
07-03-2020,Delhi,3,0,0,0
07-03-2020,Haryana,14,0,0,0
07-03-2020,Kerala,3,3,0,0
07-03-2020,Ladakh,2,0,0,0
07-03-2020,Rajasthan,2,0,0,0
07-03-2020,Telangana,1,0,0,0
07-03-2020,Tamil Nadu,1,0,0,0
07-03-2020,India,34,3,0,0
07-03-2020,Uttar Pradesh,8,0,0,0
08-03-2020,Delhi,3,0,0,0
08-03-2020,Haryana,14,0,0,0
08-03-2020,Kerala,8,3,0,0
08-03-2020,Ladakh,2,0,0,0
08-03-2020,Rajasthan,2,0,0,0
08-03-2020,Telangana,1,0,0,0
08-03-2020,Tamil Nadu,1,0,0,0
08-03-2020,India,39,3,0,0
08-03-2020,Uttar Pradesh,8,0,0,0
09-03-2020,Delhi,4,0,0,0
09-03-2020,Haryana,14,0,0,0
09-03-2020,Jammu and Kashmir,1,0,0,0
09-03-2020,Karnataka,1,0,0,0
09-03-2020,Kerala,9,3,0,0
09-03-2020,Ladakh,2,0,0,0
09-03-2020,Maharashtra,2,0,0,0
09-03-2020,Punjab,1,0,0,0
09-03-2020,Rajasthan,2,0,0,0
09-03-2020,Telangana,1,0,0,0
09-03-2020,Tamil Nadu,1,0,0,0
09-03-2020,India,48,3,0,0
09-03-2020,Uttar Pradesh,10,0,0,0
10-03-2020,Delhi,4,0,0,0
10-03-2020,Haryana,14,0,0,0
10-03-2020,Jammu and Kashmir,1,0,0,0
10-03-2020,Karnataka,4,0,0,0
10-03-2020,Kerala,17,3,0,0
10-03-2020,Ladakh,2,0,0,0
10-03-2020,Maharashtra,5,0,0,0
10-03-2020,Punjab,1,0,0,0
10-03-2020,Rajasthan,3,0,0,0
10-03-2020,Telangana,1,0,0,0
10-03-2020,Tamil Nadu,1,0,0,0
10-03-2020,India,63,3,0,0
10-03-2020,Uttar Pradesh,10,0,0,0
11-03-2020,Delhi,5,0,0,0
11-03-2020,Haryana,14,0,0,0
11-03-2020,Jammu and Kashmir,1,0,0,0
11-03-2020,Karnataka,4,0,0,0
11-03-2020,Kerala,17,3,0,0
11-03-2020,Ladakh,3,0,0,0
11-03-2020,Maharashtra,11,0,0,0
11-03-2020,Punjab,1,0,0,0
11-03-2020,Rajasthan,3,0,0,0
11-03-2020,Telangana,1,0,0,0
11-03-2020,Tamil Nadu,1,0,0,0
11-03-2020,India,71,3,0,0
11-03-2020,Uttar Pradesh,10,0,0,0
12-03-2020,Andhra Pradesh,1,0,0,0
12-03-2020,Delhi,6,0,0,0
12-03-2020,Haryana,14,0,0,0
12-03-2020,Jammu and Kashmir,1,0,0,0
12-03-2020,Karnataka,5,0,0,0
12-03-2020,Kerala,19,3,0,0
12-03-2020,Ladakh,3,0,0,0
12-03-2020,Maharashtra,14,0,0,0
12-03-2020,Punjab,1,0,0,0
12-03-2020,Rajasthan,3,0,0,0
12-03-2020,Telangana,1,0,0,0
12-03-2020,Tamil Nadu,1,0,0,0
12-03-2020,India,81,3,0,0
12-03-2020,Uttar Pradesh,12,0,0,0
13-03-2020,Andhra Pradesh,1,0,0,0
13-03-2020,Delhi,7,0,0,0
13-03-2020,Haryana,14,0,0,0
13-03-2020,Jammu and Kashmir,2,0,0,0
13-03-2020,Karnataka,6,0,1,0
13-03-2020,Kerala,22,3,0,0
13-03-2020,Ladakh,3,0,0,0
13-03-2020,Maharashtra,17,0,0,0
13-03-2020,Punjab,1,0,0,0
13-03-2020,Rajasthan,3,0,0,0
13-03-2020,Telangana,1,0,0,0
13-03-2020,Tamil Nadu,1,0,0,0
13-03-2020,India,91,3,1,0
13-03-2020,Uttar Pradesh,13,0,0,0
14-03-2020,Andhra Pradesh,1,0,0,0
14-03-2020,Delhi,7,0,0,0
14-03-2020,Himachal Pradesh,0,0,0,3
14-03-2020,Haryana,14,0,0,0
14-03-2020,Jammu and Kashmir,2,0,0,0
14-03-2020,Karnataka,6,0,1,0
14-03-2020,Kerala,22,3,0,0
14-03-2020,Ladakh,3,0,0,0
14-03-2020,Maharashtra,26,0,0,0
14-03-2020,Punjab,1,0,0,0
14-03-2020,Rajasthan,4,0,0,0
14-03-2020,Telangana,2,0,0,0
14-03-2020,Tamil Nadu,1,0,0,0
14-03-2020,India,102,3,1,3
14-03-2020,Uttar Pradesh,13,0,0,0
15-03-2020,Andhra Pradesh,1,0,0,0
15-03-2020,Delhi,7,0,0,0
15-03-2020,Himachal Pradesh,0,0,0,3
15-03-2020,Haryana,14,0,0,0
15-03-2020,Jammu and Kashmir,2,0,0,0
15-03-2020,Karnataka,6,0,1,0
15-03-2020,Kerala,24,3,0,0
15-03-2020,Ladakh,3,0,0,0
15-03-2020,Maharashtra,32,0,0,0
15-03-2020,Punjab,1,0,0,0
15-03-2020,Rajasthan,4,0,0,0
15-03-2020,Telangana,3,0,0,0
15-03-2020,Tamil Nadu,1,0,0,0
15-03-2020,India,112,3,1,3
15-03-2020,Uttar Pradesh,13,0,0,0
15-03-2020,Uttarakhand,1,0,0,0
16-03-2020,Andhra Pradesh,1,0,0,0
16-03-2020,Delhi,7,0,0,0
16-03-2020,Himachal Pradesh,0,0,0,3
16-03-2020,Haryana,14,0,0,0
16-03-2020,Jammu and Kashmir,3,0,0,0
16-03-2020,Karnataka,7,0,1,0
16-03-2020,Kerala,27,3,0,0
16-03-2020,Ladakh,3,0,0,0
16-03-2020,Maharashtra,39,0,0,0
16-03-2020,Odisha,1,0,0,0
16-03-2020,Punjab,1,0,0,0
16-03-2020,Rajasthan,4,0,0,0
16-03-2020,Telangana,4,0,0,0
16-03-2020,Tamil Nadu,1,0,0,0
16-03-2020,India,126,3,1,3
16-03-2020,Uttar Pradesh,13,0,0,0
16-03-2020,Uttarakhand,1,0,0,0
17-03-2020,Andhra Pradesh,1,0,0,0
17-03-2020,Delhi,10,0,0,0
17-03-2020,Himachal Pradesh,0,0,0,3
17-03-2020,Haryana,15,0,0,0
17-03-2020,Jammu and Kashmir,3,0,0,0
17-03-2020,Karnataka,11,0,1,0
17-03-2020,Kerala,27,3,0,0
17-03-2020,Ladakh,8,0,0,0
17-03-2020,Maharashtra,41,0,0,0
17-03-2020,Odisha,1,0,0,0
17-03-2020,Punjab,1,0,0,0
17-03-2020,Puducherry,1,0,0,0
17-03-2020,Rajasthan,4,0,0,0
17-03-2020,Telangana,5,0,0,0
17-03-2020,Tamil Nadu,1,0,0,0
17-03-2020,India,146,3,1,3
17-03-2020,Uttar Pradesh,15,0,0,0
17-03-2020,Uttarakhand,1,0,0,0
17-03-2020,West Bengal,1,0,0,0
18-03-2020,Andhra Pradesh,1,0,0,0
18-03-2020,Delhi,11,0,0,0
18-03-2020,Himachal Pradesh,0,0,0,3
18-03-2020,Haryana,17,0,0,0
18-03-2020,Jammu and Kashmir,4,0,0,0
18-03-2020,Karnataka,14,0,1,0
18-03-2020,Kerala,27,3,0,0
18-03-2020,Ladakh,8,0,0,0
18-03-2020,Maharashtra,45,0,0,0
18-03-2020,Odisha,1,0,0,0
18-03-2020,Punjab,1,0,0,0
18-03-2020,Puducherry,1,0,0,0
18-03-2020,Rajasthan,7,0,0,0
18-03-2020,Telangana,13,0,0,0
18-03-2020,Tamil Nadu,2,0,0,0
18-03-2020,India,171,3,1,3
18-03-2020,Uttar Pradesh,17,0,0,0
18-03-2020,Uttarakhand,1,0,0,0
18-03-2020,West Bengal,1,0,0,0
19-03-2020,Andhra Pradesh,3,0,0,0
19-03-2020,Chandigarh,1,0,0,0
19-03-2020,Chhattisgarh,1,0,0,0
19-03-2020,Delhi,14,0,0,0
19-03-2020,Gujarat,2,0,0,0
19-03-2020,Himachal Pradesh,0,0,0,3
19-03-2020,Haryana,17,0,0,0
19-03-2020,Jammu and Kashmir,4,0,0,0
19-03-2020,Karnataka,15,0,1,0
19-03-2020,Kerala,28,3,0,0
19-03-2020,Ladakh,8,0,0,0
19-03-2020,Maharashtra,48,0,0,0
19-03-2020,Odisha,2,0,0,0
19-03-2020,Punjab,2,0,0,0
19-03-2020,Puducherry,1,0,0,0
19-03-2020,Rajasthan,9,0,0,0
19-03-2020,Telangana,16,0,0,0
19-03-2020,Tamil Nadu,3,0,0,0
19-03-2020,India,198,3,1,3
19-03-2020,Uttar Pradesh,20,0,0,0
19-03-2020,Uttarakhand,3,0,0,0
19-03-2020,West Bengal,1,0,0,0
20-03-2020,Andhra Pradesh,3,0,0,0
20-03-2020,Chandigarh,5,0,0,0
20-03-2020,Chhattisgarh,1,0,0,0
20-03-2020,Delhi,20,0,0,0
20-03-2020,Gujarat,7,0,0,0
20-03-2020,Himachal Pradesh,2,0,0,3
20-03-2020,Haryana,19,0,0,0
20-03-2020,Jammu and Kashmir,4,0,0,0
20-03-2020,Karnataka,15,1,1,0
20-03-2020,Kerala,40,3,0,0
20-03-2020,Ladakh,10,0,0,0
20-03-2020,Maharashtra,52,0,0,0
20-03-2020,Madhya Pradesh,4,0,0,0
20-03-2020,Odisha,2,0,0,0
20-03-2020,Punjab,3,0,0,0
20-03-2020,Puducherry,1,0,0,0
20-03-2020,Rajasthan,17,0,0,0
20-03-2020,Telangana,19,0,0,0
20-03-2020,Tamil Nadu,3,0,0,0
20-03-2020,India,256,4,1,3
20-03-2020,Uttar Pradesh,24,0,0,0
20-03-2020,Uttarakhand,3,0,0,0
20-03-2020,West Bengal,2,0,0,0
21-03-2020,Andhra Pradesh,5,0,0,0
21-03-2020,Chandigarh,5,0,0,0
21-03-2020,Chhattisgarh,1,0,0,0
21-03-2020,Delhi,27,0,0,0
21-03-2020,Gujarat,14,0,0,0
21-03-2020,Himachal Pradesh,2,0,0,3
21-03-2020,Haryana,21,0,0,0
21-03-2020,Jammu and Kashmir,4,0,0,0
21-03-2020,Karnataka,20,1,1,0
21-03-2020,Kerala,52,3,0,0
21-03-2020,Ladakh,13,0,0,0
21-03-2020,Maharashtra,64,0,0,0
21-03-2020,Madhya Pradesh,4,0,0,0
21-03-2020,Odisha,2,0,0,0
21-03-2020,Punjab,13,0,0,0
21-03-2020,Puducherry,1,0,0,0
21-03-2020,Rajasthan,24,0,0,0
21-03-2020,Telangana,21,0,0,0
21-03-2020,Tamil Nadu,6,0,0,0
21-03-2020,India,334,4,1,3
21-03-2020,Uttar Pradesh,28,0,0,0
21-03-2020,Uttarakhand,3,0,0,0
21-03-2020,West Bengal,4,0,0,0
22-03-2020,Andhra Pradesh,6,0,0,0
22-03-2020,Bihar,2,0,0,0
22-03-2020,Chandigarh,6,0,0,0
22-03-2020,Chhattisgarh,1,0,0,0
22-03-2020,Delhi,28,0,0,0
22-03-2020,Gujarat,18,0,0,0
22-03-2020,Himachal Pradesh,2,0,0,3
22-03-2020,Haryana,21,0,0,0
22-03-2020,Jammu and Kashmir,4,0,0,0
22-03-2020,Karnataka,26,1,1,0
22-03-2020,Kerala,67,3,0,0
22-03-2020,Ladakh,13,0,0,0
22-03-2020,Maharashtra,74,0,0,0
22-03-2020,Madhya Pradesh,6,0,0,0
22-03-2020,Odisha,2,0,0,0
22-03-2020,Punjab,21,0,0,0
22-03-2020,Puducherry,1,0,0,0
22-03-2020,Rajasthan,29,0,0,0
22-03-2020,Telangana,27,0,0,0
22-03-2020,Tamil Nadu,9,0,0,0
22-03-2020,India,403,4,1,3
22-03-2020,Uttar Pradesh,30,0,0,0
22-03-2020,Uttarakhand,3,0,0,0
22-03-2020,West Bengal,7,0,0,0
23-03-2020,Andhra Pradesh,7,0,0,0
23-03-2020,Bihar,3,0,0,0
23-03-2020,Chandigarh,7,0,0,0
23-03-2020,Chhattisgarh,1,0,0,0
23-03-2020,Delhi,30,0,0,0
23-03-2020,Gujarat,30,0,0,0
23-03-2020,Himachal Pradesh,3,0,0,3
23-03-2020,Haryana,28,0,0,0
23-03-2020,Jammu and Kashmir,4,0,0,0
23-03-2020,Karnataka,33,1,1,0
23-03-2020,Kerala,95,3,0,0
23-03-2020,Ladakh,13,0,0,0
23-03-2020,Maharashtra,89,0,0,0
23-03-2020,Madhya Pradesh,6,0,0,0
23-03-2020,Odisha,2,0,0,0
23-03-2020,Punjab,23,0,0,0
23-03-2020,Puducherry,1,0,0,0
23-03-2020,Rajasthan,32,0,0,0
23-03-2020,Telangana,33,0,0,0
23-03-2020,Tamil Nadu,12,0,0,0
23-03-2020,India,497,4,1,3
23-03-2020,Uttar Pradesh,34,0,0,0
23-03-2020,Uttarakhand,4,0,0,0
23-03-2020,West Bengal,7,0,0,0
24-03-2020,Andhra Pradesh,8,0,0,0
24-03-2020,Bihar,3,0,0,0
24-03-2020,Chandigarh,7,0,0,0
24-03-2020,Chhattisgarh,1,0,0,0
24-03-2020,Delhi,30,0,0,0
24-03-2020,Gujarat,36,0,0,0
24-03-2020,Himachal Pradesh,3,0,0,3
24-03-2020,Haryana,30,0,0,0
24-03-2020,Jammu and Kashmir,6,0,0,0
24-03-2020,Karnataka,41,3,1,0
24-03-2020,Kerala,109,3,0,0
24-03-2020,Ladakh,13,0,0,0
24-03-2020,Maharashtra,107,0,0,0
24-03-2020,Manipur,1,0,0,0
24-03-2020,Madhya Pradesh,7,0,0,0
24-03-2020,Odisha,2,0,0,0
24-03-2020,Punjab,29,0,0,0
24-03-2020,Puducherry,1,0,0,0
24-03-2020,Rajasthan,32,0,0,0
24-03-2020,Telangana,39,0,0,0
24-03-2020,Tamil Nadu,18,0,0,0
24-03-2020,India,571,6,1,3
24-03-2020,Uttar Pradesh,35,0,0,0
24-03-2020,Uttarakhand,4,0,0,0
24-03-2020,West Bengal,9,0,0,0
25-03-2020,Andhra Pradesh,10,0,0,0
25-03-2020,Bihar,4,0,0,0
25-03-2020,Chandigarh,7,0,0,0
25-03-2020,Chhattisgarh,3,0,0,0
25-03-2020,Delhi,35,0,0,0
25-03-2020,Goa,3,0,0,0
25-03-2020,Gujarat,38,0,0,0
25-03-2020,Himachal Pradesh,3,0,0,3
25-03-2020,Haryana,31,0,0,0
25-03-2020,Jammu and Kashmir,11,0,0,0
25-03-2020,Karnataka,51,3,1,0
25-03-2020,Kerala,118,3,0,0
25-03-2020,Ladakh,13,0,0,0
25-03-2020,Maharashtra,122,0,0,0
25-03-2020,Manipur,1,0,0,0
25-03-2020,Madhya Pradesh,15,0,0,0
25-03-2020,Mizoram,1,0,0,0
25-03-2020,Odisha,2,0,0,0
25-03-2020,Punjab,31,0,0,0
25-03-2020,Puducherry,1,0,0,0
25-03-2020,Rajasthan,38,0,0,0
25-03-2020,Telangana,41,0,0,0
25-03-2020,Tamil Nadu,26,0,0,0
25-03-2020,India,657,6,1,3
25-03-2020,Uttar Pradesh,38,0,0,0
25-03-2020,Uttarakhand,5,0,0,0
25-03-2020,West Bengal,9,0,0,0
26-03-2020,Andaman and Nicobar Islands,1,0,0,0
26-03-2020,Andhra Pradesh,11,0,0,0
26-03-2020,Bihar,7,0,0,0
26-03-2020,Chandigarh,7,0,0,0
26-03-2020,Chhattisgarh,6,0,0,0
26-03-2020,Delhi,39,0,0,0
26-03-2020,Goa,3,0,0,0
26-03-2020,Gujarat,44,0,0,0
26-03-2020,Himachal Pradesh,3,0,0,3
26-03-2020,Haryana,32,0,0,0
26-03-2020,Jammu and Kashmir,14,0,0,0
26-03-2020,Karnataka,55,3,2,0
26-03-2020,Kerala,137,3,0,0
26-03-2020,Ladakh,13,0,0,0
26-03-2020,Maharashtra,125,0,0,0
26-03-2020,Manipur,1,0,0,0
26-03-2020,Madhya Pradesh,20,0,0,0
26-03-2020,Mizoram,1,0,0,0
26-03-2020,Odisha,3,0,0,0
26-03-2020,Punjab,33,0,0,0
26-03-2020,Puducherry,1,0,0,0
26-03-2020,Rajasthan,43,0,0,0
26-03-2020,Telangana,45,0,0,0
26-03-2020,Tamil Nadu,29,0,0,0
26-03-2020,India,730,6,2,3
26-03-2020,Uttar Pradesh,42,0,0,0
26-03-2020,Uttarakhand,5,0,0,0
26-03-2020,West Bengal,10,0,0,0
27-03-2020,Andaman and Nicobar Islands,6,0,0,0
27-03-2020,Andhra Pradesh,13,0,0,0
27-03-2020,Bihar,9,0,0,0
27-03-2020,Chandigarh,8,0,0,0
27-03-2020,Chhattisgarh,6,0,0,0
27-03-2020,Delhi,40,0,0,0
27-03-2020,Goa,3,0,0,0
27-03-2020,Gujarat,47,0,0,0
27-03-2020,Himachal Pradesh,3,0,0,3
27-03-2020,Haryana,33,0,0,0
27-03-2020,Jammu and Kashmir,20,0,0,0
27-03-2020,Karnataka,64,5,3,0
27-03-2020,Kerala,176,3,0,0
27-03-2020,Ladakh,13,0,0,0
27-03-2020,Maharashtra,153,0,0,0
27-03-2020,Manipur,1,0,0,0
27-03-2020,Madhya Pradesh,29,0,0,0
27-03-2020,Mizoram,1,0,0,0
27-03-2020,Odisha,3,0,0,0
27-03-2020,Punjab,38,0,0,0
27-03-2020,Puducherry,1,0,0,0
27-03-2020,Rajasthan,50,0,0,0
27-03-2020,Telangana,59,0,0,0
27-03-2020,Tamil Nadu,38,0,0,0
27-03-2020,India,883,8,3,3
27-03-2020,Uttar Pradesh,49,0,0,0
27-03-2020,Uttarakhand,5,0,0,0
27-03-2020,West Bengal,15,0,0,0
28-03-2020,Andaman and Nicobar Islands,9,0,0,0
28-03-2020,Andhra Pradesh,19,0,0,0
28-03-2020,Bihar,11,0,0,0
28-03-2020,Chandigarh,8,0,0,0
28-03-2020,Chhattisgarh,7,0,0,0
28-03-2020,Delhi,49,0,0,0
28-03-2020,Goa,3,0,0,0
28-03-2020,Gujarat,55,0,0,0
28-03-2020,Himachal Pradesh,3,0,0,3
28-03-2020,Haryana,35,0,0,0
28-03-2020,Jammu and Kashmir,33,0,0,0
28-03-2020,Karnataka,76,5,3,0
28-03-2020,Kerala,182,3,0,0
28-03-2020,Ladakh,13,0,0,0
28-03-2020,Maharashtra,181,0,0,0
28-03-2020,Manipur,1,0,0,0
28-03-2020,Madhya Pradesh,39,0,0,0
28-03-2020,Mizoram,1,0,0,0
28-03-2020,Odisha,3,0,0,0
28-03-2020,Punjab,38,0,0,0
28-03-2020,Puducherry,1,0,0,0
28-03-2020,Rajasthan,54,0,0,0
28-03-2020,Telangana,67,0,0,0
28-03-2020,Tamil Nadu,42,0,0,0
28-03-2020,India,1019,8,3,3
28-03-2020,Uttar Pradesh,65,0,0,0
28-03-2020,Uttarakhand,6,0,0,0
28-03-2020,West Bengal,18,0,0,0
29-03-2020,Andaman and Nicobar Islands,9,0,0,0
29-03-2020,Andhra Pradesh,21,1,0,0
29-03-2020,Bihar,15,0,1,0
29-03-2020,Chandigarh,8,0,0,0
29-03-2020,Chhattisgarh,7,0,0,0
29-03-2020,Delhi,72,6,2,0
29-03-2020,Goa,5,0,0,0
29-03-2020,Gujarat,63,1,5,0
29-03-2020,Himachal Pradesh,3,1,1,3
29-03-2020,Haryana,35,14,0,0
29-03-2020,Jammu and Kashmir,38,1,1,0
29-03-2020,Karnataka,83,5,3,0
29-03-2020,Kerala,202,20,1,0
29-03-2020,Ladakh,13,3,0,0
29-03-2020,Maharashtra,203,25,8,0
29-03-2020,Manipur,1,0,0,0
29-03-2020,Madhya Pradesh,39,0,2,0
29-03-2020,Mizoram,1,0,0,0
29-03-2020,Odisha,3,0,0,0
29-03-2020,Punjab,38,1,1,0
29-03-2020,Puducherry,1,0,0,0
29-03-2020,Rajasthan,59,3,0,0
29-03-2020,Telangana,70,1,1,0
29-03-2020,Tamil Nadu,50,4,1,0
29-03-2020,India,1139,99,28,3
29-03-2020,Uttar Pradesh,72,11,0,0
29-03-2020,Uttarakhand,7,2,0,0
29-03-2020,West Bengal,21,0,1,0
30-03-2020,Andaman and Nicobar Islands,10,0,0,0
30-03-2020,Andhra Pradesh,23,1,0,0
30-03-2020,Bihar,15,0,1,0
30-03-2020,Chandigarh,13,0,0,0
30-03-2020,Chhattisgarh,8,0,0,0
30-03-2020,Delhi,97,6,2,0
30-03-2020,Goa,5,0,0,0
30-03-2020,Gujarat,70,3,6,0
30-03-2020,Himachal Pradesh,3,1,1,3
30-03-2020,Haryana,36,20,0,0
30-03-2020,Jammu and Kashmir,49,1,1,0
30-03-2020,Karnataka,88,6,3,0
30-03-2020,Kerala,234,20,1,0
30-03-2020,Ladakh,13,3,0,0
30-03-2020,Maharashtra,220,39,10,0
30-03-2020,Manipur,1,0,0,0
30-03-2020,Madhya Pradesh,47,0,4,0
30-03-2020,Mizoram,1,0,0,0
30-03-2020,Odisha,3,0,0,0
30-03-2020,Punjab,41,1,3,0
30-03-2020,Puducherry,1,0,0,0
30-03-2020,Rajasthan,79,3,0,0
30-03-2020,Telangana,77,14,6,0
30-03-2020,Tamil Nadu,67,4,1,0
30-03-2020,India,1326,141,41,3
30-03-2020,Uttar Pradesh,96,17,0,0
30-03-2020,Uttarakhand,7,2,0,0
30-03-2020,West Bengal,22,0,2,0
31-03-2020,Andaman and Nicobar Islands,10,0,0,0
31-03-2020,Andhra Pradesh,44,1,0,0
31-03-2020,Assam,1,0,0,0
31-03-2020,Bihar,21,0,1,0
31-03-2020,Chandigarh,15,0,0,0
31-03-2020,Chhattisgarh,9,2,0,0
31-03-2020,Delhi,120,6,2,0
31-03-2020,Goa,5,0,0,0
31-03-2020,Gujarat,74,5,6,0
31-03-2020,Himachal Pradesh,3,1,1,3
31-03-2020,Haryana,43,24,0,0
31-03-2020,Jharkhand,1,0,0,0
31-03-2020,Jammu and Kashmir,55,1,2,0
31-03-2020,Karnataka,101,8,3,0
31-03-2020,Kerala,241,24,2,0
31-03-2020,Ladakh,13,3,0,0
31-03-2020,Maharashtra,302,39,11,0
31-03-2020,Manipur,1,0,0,0
31-03-2020,Madhya Pradesh,66,0,5,0
31-03-2020,Mizoram,1,0,0,0
31-03-2020,Odisha,4,0,0,0
31-03-2020,Punjab,42,1,4,0
31-03-2020,Puducherry,1,0,0,0
31-03-2020,Rajasthan,93,3,0,0
31-03-2020,Telangana,97,14,6,0
31-03-2020,Tamil Nadu,124,6,1,0
31-03-2020,India,1635,160,47,3
31-03-2020,Uttar Pradesh,104,17,0,0
31-03-2020,Uttarakhand,7,2,0,0
31-03-2020,West Bengal,37,3,3,0
01-04-2020,Andaman and Nicobar Islands,10,0,0,0
01-04-2020,Andhra Pradesh,111,2,0,0
01-04-2020,Assam,16,0,0,0
01-04-2020,Bihar,24,0,1,0
01-04-2020,Chandigarh,17,0,0,0
01-04-2020,Chhattisgarh,9,2,0,0
01-04-2020,Delhi,152,6,2,0
01-04-2020,Goa,5,0,0,0
01-04-2020,Gujarat,87,5,6,0
01-04-2020,Himachal Pradesh,3,1,1,3
01-04-2020,Haryana,43,27,0,0
01-04-2020,Jharkhand,1,0,0,0
01-04-2020,Jammu and Kashmir,62,2,2,0
01-04-2020,Karnataka,110,9,3,0
01-04-2020,Kerala,265,26,2,0
01-04-2020,Ladakh,13,3,0,0
01-04-2020,Maharashtra,335,39,16,0
01-04-2020,Manipur,1,0,0,0
01-04-2020,Madhya Pradesh,98,0,6,0
01-04-2020,Mizoram,1,0,0,0
01-04-2020,Odisha,5,1,0,0
01-04-2020,Punjab,46,1,4,0
01-04-2020,Puducherry,3,0,0,0
01-04-2020,Rajasthan,120,3,0,0
01-04-2020,Telangana,127,14,9,0
01-04-2020,Tamil Nadu,234,6,1,0
01-04-2020,India,2059,169,58,3
01-04-2020,Uttar Pradesh,117,17,2,0
01-04-2020,Uttarakhand,7,2,0,0
01-04-2020,West Bengal,37,3,3,0
02-04-2020,Andaman and Nicobar Islands,10,0,0,0
02-04-2020,Andhra Pradesh,149,2,0,0
02-04-2020,Arunachal Pradesh,1,0,0,0
02-04-2020,Assam,16,0,0,0
02-04-2020,Bihar,29,3,1,0
02-04-2020,Chandigarh,18,0,0,0
02-04-2020,Chhattisgarh,9,3,0,0
02-04-2020,Delhi,293,8,4,0
02-04-2020,Goa,5,0,0,0
02-04-2020,Gujarat,88,10,7,0
02-04-2020,Himachal Pradesh,6,1,1,3
02-04-2020,Haryana,49,27,0,0
02-04-2020,Jharkhand,2,0,0,0
02-04-2020,Jammu and Kashmir,70,3,2,0
02-04-2020,Karnataka,124,11,3,0
02-04-2020,Kerala,286,28,2,0
02-04-2020,Ladakh,13,3,0,0
02-04-2020,Maharashtra,423,42,21,0
02-04-2020,Manipur,2,0,0,0
02-04-2020,Madhya Pradesh,107,0,8,0
02-04-2020,Mizoram,1,0,0,0
02-04-2020,Odisha,5,1,0,0
02-04-2020,Punjab,47,1,5,0
02-04-2020,Puducherry,5,0,0,0
02-04-2020,Rajasthan,133,3,0,0
02-04-2020,Telangana,154,17,9,0
02-04-2020,Tamil Nadu,309,6,1,0
02-04-2020,India,2545,191,69,3
02-04-2020,Uttar Pradesh,128,17,2,0
02-04-2020,Uttarakhand,10,2,0,0
02-04-2020,West Bengal,53,3,3,0
03-04-2020,Andaman and Nicobar Islands,10,0,0,0
03-04-2020,Andhra Pradesh,164,2,1,0
03-04-2020,Arunachal Pradesh,1,0,0,0
03-04-2020,Assam,23,0,0,0
03-04-2020,Bihar,31,3,1,0
03-04-2020,Chandigarh,18,0,0,0
03-04-2020,Chhattisgarh,9,3,0,0
03-04-2020,Delhi,386,8,6,0
03-04-2020,Goa,6,0,0,0
03-04-2020,Gujarat,95,10,9,0
03-04-2020,Himachal Pradesh,6,1,2,3
03-04-2020,Haryana,58,28,0,0
03-04-2020,Jharkhand,2,0,0,0
03-04-2020,Jammu and Kashmir,75,3,2,0
03-04-2020,Karnataka,128,11,4,0
03-04-2020,Kerala,295,42,2,0
03-04-2020,Ladakh,14,3,0,0
03-04-2020,Maharashtra,487,50,26,0
03-04-2020,Manipur,2,0,0,0
03-04-2020,Madhya Pradesh,154,0,8,0
03-04-2020,Mizoram,1,0,0,0
03-04-2020,Odisha,20,2,0,0
03-04-2020,Punjab,53,1,5,0
03-04-2020,Puducherry,5,0,0,0
03-04-2020,Rajasthan,179,3,0,0
03-04-2020,Telangana,229,32,11,0
03-04-2020,Tamil Nadu,411,6,1,0
03-04-2020,India,3105,230,83,3
03-04-2020,Uttar Pradesh,174,17,2,0
03-04-2020,Uttarakhand,16,2,0,0
03-04-2020,West Bengal,53,3,3,0
04-04-2020,Andaman and Nicobar Islands,10,0,0,0
04-04-2020,Andhra Pradesh,192,2,1,0
04-04-2020,Arunachal Pradesh,1,0,0,0
04-04-2020,Assam,26,0,0,0
